Map Colour,Hexidecimal ID,Province Name,Province Owner,Region
,327,,Caltrava,La Mancha
,328,,Castile,La Mancha
,329,,Castile,Granada
,32A,Linares,Castile,Granada
,32B,Jaén,Castile,Granada
,32C,,Caltrava,Granada
,32D,Baéza,Castile,Granada
,32E,,Castile,Granada
,32F,,Castile,Granada
,330,,Castile,Granada
,331,,Castile,Granada
,332,,Castile,Granada
,333,,Castile,Granada
,334,,Castile,Granada
,335,Almería,Castile,Granada
,336,,Castile,Granada
,337,,Castile,Granada
,338,,Castile,Granada
,339,,Castile,Granada
,33A,Granada,Castile,Granada
,33B,,Castile,Granada
,33C,,Castile,Granada
,33D,Málaga,Castile,Granada
,33E,,Castile,Granada
,33F,,Castile,Granada
,340,,Castile,Sevilla
,341,,Castile,Sevilla
,342,,Castile,Sevilla
,343,Córdoba,Castile,Sevilla
,344,Écija,Castile,Sevilla
,345,,Castile,Sevilla
,346,,Castile,Sevilla
,347,,Castile,Sevilla
,348,,Castile,Sevilla
,349,,Castile,Sevilla
,34A,,Castile,Sevilla
,34B,Antequera,Castile,Granada
,34C,,Castile,Sevilla
,34D,,Castile,Sevilla
,34E,,Castile,Sevilla
,34F,,Castile,Sevilla
,350,Gibraltar,Castile,Sevilla
,351,Cádiz,Castile,Sevilla
,352,,Castile,Sevilla
,353,Huelva,Castile,Sevilla
,354,,Castile,Sevilla
,355,,Castile,Sevilla
,356,,Castile,Sevilla
,357,Seville,Castile,Sevilla
,358,,Castile,Sevilla
,359,,Santiago (C),Extremadura
,35A,,Santiago (C),Extremadura
,35B,,Castile,Extremadura
,35C,,Santiago (C),Extremadura
,35D,,Castile,Sevilla
,35E,,Santiago (C),Extremadura
,35F,,Castile,Extremadura
,360,,Alcántara,Extremadura
,361,,Castile,Extremadura
,362,,Castile,Extremadura
,363,,Castile,Extremadura
,364,Mérida,Santiago (C),Extremadura
,365,Badajoz,Castile,Extremadura
,366,Cáceres,Castile,Extremadura
,367,,Alcántara,Extremadura
,368,,Alcántara,Extremadura
,369,,Castile,Extremadura
,36A,,Castile,Extremadura
,36B,,Castile,Extremadura
,36C,,Castile,Extremadura
,36D,,Castile,Extremadura
,36E,,Castile,Extremadura
,36F,,Castile,Extremadura
,370,,Alcántara,Extremadura
,371,Ciudad Rodrigo,Castile,León
,372,,Castile,Castile
,373,,Castile,León
,374,,Castile,León
,375,Salamanca,Castile,León
,376,,Castile,León
,377,,Castile,León
,378,,Couto Misto,Galicia
,379,Sortes,Portugal & the Algarves,Beira
,37A,Vinhais,Portugal & the Algarves,Beira
,37B,Samões,Portugal & the Algarves,Beira
,37C,Pinhão,Portugal & the Algarves,Beira
,37D,Contim,Portugal & the Algarves,Beira
,37E,Campo do Gerês,Portugal & the Algarves,Beira
,37F,Viana do Castelo,Portugal & the Algarves,Beira
,380,Vila Real,Portugal & the Algarves,Beira
,381,Porto,Portugal & the Algarves,Beira
,382,Mêda,Portugal & the Algarves,Beira
,383,Castro Daire,Portugal & the Algarves,Beira
,384,Ovar,Portugal & the Algarves,Beira
,385,Viseu,Portugal & the Algarves,Beira
,386,Guarda,Portugal & the Algarves,Beira
,387,Fundão,Portugal & the Algarves,Beira
,388,Oliveira do Hospital,Portugal & the Algarves,Beira
,389,Arganil,Portugal & the Algarves,Beira
,38A,Coimbra,Portugal & the Algarves,Beira
,38B,Oleiros,Portugal & the Algarves,Beira
,38C,Castelo Branco,Portugal & the Algarves,Beira
,38D,Vila Velha de Rodão,Portugal & the Algarves,Beira
,38E,Sertã,Knights Hospitaller,Beira
,38F,Tomar,Portugal & the Algarves,Beira
,390,Pombal,Portugal & the Algarves,Beira
,391,Leiria,Portugal & the Algarves,Beira
,392,Torres Novas,Portugal & the Algarves,Estremadura
,393,Peniche,Portugal & the Algarves,Estremadura
,394,Abrantes,Portugal & the Algarves,Estremadura
,395,Crato,Knights Hospitaller,Estremadura
,396,Marvão,Portugal & the Algarves,Estremadura
,397,Elvas,Portugal & the Algarves,Estremadura
,398,Avis,Aviz,Estremadura
,399,Coruche,Aviz,Estremadura
,39A,Santarém,Portugal & the Algarves,Estremadura
,39B,Torres Vedras,Portugal & the Algarves,Estremadura
,39C,Lisbon,Portugal & the Algarves,Estremadura
,39D,Almada,Santiago (P),Estremadura
,39E,Alcer do Sal,Santiago (P),Estremadura
,39F,Grândola,Santiago (P),Estremadura
,3A0,Extremoz,Aviz,Estremadura
,3A1,Évora,Portugal & the Algarves,Estremadura
,3A2,Olivença,Aviz,Estremadura
,3A3,Moura,Knights Hospitaller,Estremadura
,3A4,Beja,Portugal & the Algarves,Estremadura
,3A5,Serpa,Knights Hospitaller,Estremadura
,3A6,Castro Verde,Santiago (P),Estremadura
,3A7,Olivença,Santiago (P),Estremadura
,3A8,Sines,Santiago (P),Estremadura
,3A9,Lagos,Portugal & the Algarves,Estremadura
,3AA,Faro,Portugal & the Algarves,Estremadura
,3AB,Tavira,Portugal & the Algarves,Estremadura
,3AC,,Castile,Sardinia
,3AD,,Castile,Sardinia
,3AE,,Castile,Sardinia
,3AF,,Castile,Sardinia
,3B0,,Castile,Sardinia
,3B1,,Castile,Sardinia
,3B2,,Castile,Sardinia
,3B3,,Castile,Sardinia
,3B4,,Castile,Sardinia
,3B5,,Castile,Sardinia
,3B6,,Castile,Sardinia
,3B7,Benifacio,Genoa,Corsica
,3B8,,Genoa,Corsica
,3B9,,Genoa,Corsica
,3BA,,Genoa,Corsica
,3BB,,Genoa,Corsica
,3BC,,Genoa,Corsica
,3BD,Pantelleria,Castile,Sicily
,3BE,Malta,Castile,Sicily
,3BF,,Castile,Sicily
,3C0,,Castile,Sicily
,3C1,,Castile,Sicily
,3C2,,Castile,Sicily
,3C3,,Castile,Sicily
,3C4,Palermo,Castile,Sicily
,3C5,,Castile,Sicily
,3C6,,Castile,Sicily
,3C7,,Castile,Sicily
,3C8,,Castile,Sicily
,3C9,,Castile,Sicily
,3CA,,Castile,Sicily
,3CB,Catania,Castile,Sicily
,3CC,,Castile,Sicily
,3CD,,Castile,Sicily
,3CE,,Castile,Sicily
,3CF,,Castile,Sicily
,3D0,Messina,Castile,Sicily
,3D1,Aeolian Islands,Castile,Sicily
,3D2,Reggio di Calabria,Castile,Naples
,3D3,Gioia Tauro,Castile,Naples
,3D4,Monteleone,Castile,Naples
,3D5,Soverto,Castile,Naples
,3D6,Sambiase,Castile,Naples
,3D7,Catanzaro,Castile,Naples
,3D8,Cosenza,Castile,Naples
,3D9,Rossano,Castile,Naples
,3DA,San Marco Argentano,Castile,Naples
,3DB,Corigliano,Castile,Naples
,3DC,Maratea,Castile,Naples
,3DD,Cilento,Castile,Naples
,3DE,Valdiano,Castile,Naples
,3DF,Tursi,Castile,Naples
,3E0,Matera,Castile,Naples
,3E1,Castelleneta,Castile,Naples
,3E2,Tarranto,Castile,Naples
,3E3,Lecce,Castile,Naples
,3E4,Otrando,Venice,Naples
,3E5,Brindisi,Venice,Naples
,3E6,Ostuni,Castile,Naples
,3E7,Monopoli,Venice,Naples
,3E8,Bari,Castile,Naples
,3E9,Molfetta,Castile,Naples
,3EA,Gravina-Altamura,Castile,Naples
,3EB,Melfi,Castile,Naples
,3EC,Barletta,Castile,Naples
,3ED,Trani,Venice,Naples
,3EE,Potenza,Castile,Naples
,3EF,Campagna,Castile,Naples
,3F0,Salerno,Castile,Naples
,3F1,Naples,Castile,Naples
,3F2,Mondragone,Castile,Naples
,3F3,Capua,Castile,Naples
,3F4,Avellino,Castile,Naples
,3F5,Ariano di Puglia,Castile,Naples
,3F6,Benevento,Papal States,Naples
,3F7,Circello/Morcone,Castile,Naples
,3F8,Civitas Sanctae Mariae,Castile,Naples
,3F9,Foggia,Castile,Naples
,3FA,Gargano,Castile,Naples
,3FB,Sansevero,Castile,Naples
,3FC,,Castile,Naples
,3FD,,Castile,Naples
,3FE,Campobasso,Castile,Naples
,3FF,Larino,Castile,Naples
,400,,Castile,Central Italy
,401,,Castile,Central Italy
,402,,Papal States,Central Italy
,403,Zörbig,Saxony,Upper Saxony
,404,,Castile,Central Italy
,405,,Castile,Central Italy
,406,,Castile,Central Italy
,407,Vasto,Castile,Central Italy
,408,Chieti,Castile,Central Italy
,409,Atri,Castile,Central Italy
,40A,Teramo,Castile,Central Italy
,40B,Senarica,Senarica,Central Italy
,40C,,Castile,Central Italy
,40D,,Castile,Central Italy
,40E,,Castile,Central Italy
,40F,,Castile,Central Italy
,410,Sora,Urbino,Central Italy
,411,Fondi,Castile,Central Italy
,412,Latina,Papal States,Central Italy
,413,Segni,Papal States,Central Italy
,414,Frosinone,Papal States,Central Italy
,415,Pomezia,Papal States,Central Italy
,416,Rome,Papal States,Central Italy
,417,Frascati,Papal States,Central Italy
,418,Bracciano,Papal States,Central Italy
,419,Monterotondo,Papal States,Central Italy
,41A,Spoleto,Papal States,Central Italy
,41B,Viterbo,Papal States,Central Italy
,41C,Civitavecchia,Papal States,Central Italy
,41D,Bolsena,Papal States,Central Italy
,41E,Latera,Papal States,Central Italy
,41F,Todi,Papal States,Central Italy
,420,Foligno,Papal States,Central Italy
,421,Camerino,Urbino,Central Italy
,422,Fermo,Papal States,Central Italy
,423,Macerata,Papal States,Central Italy
,424,Matelica,Papal States,Central Italy
,425,Gubbio,Papal States,Central Italy
,426,Jesi,Papal States,Central Italy
,427,Ancona,Ancona,Central Italy
,428,Senigallia,Urbino,Emilia-Romagna
,429,Vallefoglia,Urbino,Emilia-Romagna
,42A,Urbino,Urbino,Emilia-Romagna
,42B,Morciano,Urbino,Emilia-Romagna
,42C,Pesaro,Papal States,Emilia-Romagna
,42D,Cattulica,Sogliano,Emilia-Romagna
,42E,San Marino,Papal States,Emilia-Romagna
,42F,Sogliano,Sogliano,Emilia-Romagna
,430,Urbiana,Urbino,Emilia-Romagna
,431,,Papal States,Emilia-Romagna
,432,Piegaro,Perugia,Central Italy
,433,Piazzano,Perugia,Central Italy
,434,Rimini,Sogliano,Emilia-Romagna
,435,Ravenna,Sogliano,Emilia-Romagna
,436,Cesena,Papal States,Emilia-Romagna
,437,Cesenatico,Papal States,Emilia-Romagna
,438,Forli,Papal States,Emilia-Romagna
,439,Faenza,Papal States,Emilia-Romagna
,43A,Gatteo,Papal States,Emilia-Romagna
,43B,Gatteo e Mare,Papal States,Emilia-Romagna
,43C,Imola,Papal States,Emilia-Romagna
,43D,San Pietro,Papal States,Emilia-Romagna
,43E,Giglio Porto,Piombino,Tuscany
,43F,Orbetello,Piombino,Tuscany
,440,Pitigliano,Piombino,Tuscany
,441,Castell'Ottieri,Castell'Ottieri,Tuscany
,442,Santa Fiora,Piombino,Tuscany
,443,Paganico,Siena,Tuscany
,444,Gallina,Siena,Tuscany
,445,Bagnaia,Siena,Tuscany
,446,Siena,Siena,Tuscany
,447,Frassine,Piombino,Tuscany
,448,Tirli,Piombino,Tuscany
,449,Pian d'Alma,Piombino,Tuscany
,44A,Punta Ala,Piombino,Tuscany
,44B,Piombino,Piombino,Tuscany
,44C,Elbe,Piombino,Tuscany
,44D,Montecristo,Piombino,Corsica
,44E,Canneto,Florence,Tuscany
,44F,Cecina,Pisa,Tuscany
,450,Pisa,Pisa,Tuscany
,451,Pontedera,Pisa,Tuscany
,452,City of Pisa,Pisa,Tuscany
,453,Certaldo,Florence,Tuscany
,454,Impruneta,Florence,Tuscany
,455,Arezzo,Florence,Tuscany
,456,Remini,Florence,Tuscany
,457,Cospaia,Cospaia,Central Italy
,458,Città di Castello,Città di Castello,Central Italy
,459,Piobicco,Urbino,Tuscany
,45A,Carpegna,Florence,Tuscany
,45B,Scavolino,Florence,Tuscany
,45C,Reggello,Florence,Tuscany
,45D,Bagno,Florence,Tuscany
,45E,Polcanto,Florence,Tuscany
,45F,Casentinesi,Florence,Tuscany
,460,Florence,Florence,Tuscany
,461,Empoli,Florence,Tuscany
,462,Pistoia,Florence,Tuscany
,463,,Bologna,Emilia-Romagna
,464,Lucca,Lucca,Tuscany
,465,Sillano,Lucca,Tuscany
,466,Viareggio,Lucca,Tuscany
,467,Massa,Lucca,Tuscany
,468,,Lucca,Tuscany
,469,,Massa & Carrara,Tuscany
,46A,,Massa & Carrara,Tuscany
,46B,,Lucca,Tuscany
,46C,Fosdinovo,Fosdinovo,Liguria
,46D,Tresana,Tresana,Tuscany
,46E,,Piacenza e Busseto,Emilia-Romagna
,46F,Landi,Piacenza e Busseto,Liguria
,470,,Ferrara & Modena,Emilia-Romagna
,471,,Ferrara & Modena,Emilia-Romagna
,472,,Ferrara & Modena,Emilia-Romagna
,473,,Bologna,Emilia-Romagna
,474,Castel Bologne,Bologna,Emilia-Romagna
,475,Poggio Piccolo,Bologna,Emilia-Romagna
,476,Monterensio,Bologna,Emilia-Romagna
,477,Vignola,Ferrara & Modena,Emilia-Romagna
,478,Bologna,Bologna,Emilia-Romagna
,479,Modena,Ferrara & Modena,Emilia-Romagna
,47A,,Ferrara & Modena,Emilia-Romagna
,47B,,Ferrara & Modena,Emilia-Romagna
,47C,Vergato,Bologna,Emilia-Romagna
,47D,Castelfranco Emilia,Bologna,Emilia-Romagna
,47E,Crevalcore,Bologna,Emilia-Romagna
,47F,Poggio Renatico,Bologna,Emilia-Romagna
,480,Bentivoglio,Bologna,Emilia-Romagna
,481,Campo Santo,Ferrara & Modena,Emilia-Romagna
,482,Lugo,Ferrara & Modena,Emilia-Romagna
,483,Porto Maggiore,Ferrara & Modena,Emilia-Romagna
,484,Ferrara Trans Padane,Ferrara & Modena,Emilia-Romagna
,485,Ferrara,Ferrara & Modena,Emilia-Romagna
,486,Mirandola,Mirandola,Emilia-Romagna
,487,Carpi,Carpi,Emilia-Romagna
,488,Novellara,Novellara,Emilia-Romagna
,489,Guastalla,Guastalla,Emilia-Romagna
,48A,,Mantua,Emilia-Romagna
,48B,Rolo,Mantua,Emilia-Romagna
,48C,,Mantua,Emilia-Romagna
,48D,Mantua,Mantua,Emilia-Romagna
,48E,Montechiarugolo,Ferrara & Modena,Emilia-Romagna
,48F,Correggio,Correggio,Emilia-Romagna
,490,,Ferrara & Modena,Emilia-Romagna
,491,Parma,Ferrara & Modena,Emilia-Romagna
,492,,Ferrara & Modena,Emilia-Romagna
,493,,Piacenza e Busseto,Emilia-Romagna
,494,,Piacenza e Busseto,Emilia-Romagna
,495,,Piacenza e Busseto,Emilia-Romagna
,496,,Piacenza e Busseto,Emilia-Romagna
,497,,Piacenza e Busseto,Emilia-Romagna
,498,,Piacenza e Busseto,Emilia-Romagna
,499,,Piacenza e Busseto,Emilia-Romagna
,49A,Busseto,Piacenza e Busseto,Emilia-Romagna
,49B,,Piacenza e Busseto,Emilia-Romagna
,49C,,Piacenza e Busseto,Emilia-Romagna
,49D,San Secondo,San Secondo,Emilia-Romagna
,49E,,Piacenza e Busseto,Emilia-Romagna
,49F,,Piacenza e Busseto,Emilia-Romagna
,4A0,Soragna,Piacenza e Busseto,Lombardy
,4A1,Cremona,Urbino,Lombardy
,4A2,,Urbino,Lombardy
,4A3,,France,Lombardy
,4A4,Lodi,France,Lombardy
,4A5,,Piacenza e Busseto,Lombardy
,4A6,,Piacenza e Busseto,Lombardy
,4A7,,Piacenza e Busseto,Lombardy
,4A8,,Orsini,Lombardy
,4A9,,Piacenza e Busseto,Lombardy
,4AA,,Orsini,Lombardy
,4AB,Piacenza,Piacenza e Busseto,Lombardy
,4AC,,France,Lombardy
,4AD,Pavia,France,Lombardy
,4AE,,France,Lombardy
,4AF,,France,Lombardy
,4B0,,France,Lombardy
,4B1,Milan,France,Lombardy
,4B2,Pero,France,Lombardy
,4B3,Alessandria,Orsini,Lombardy
,4B4,,France,Lombardy
,4B5,,France,Lombardy
,4B6,,France,Lombardy
,4B7,,France,Lombardy
,4B8,,France,Lombardy
,4B9,,France,Lombardy
,4BA,,France,Lombardy
,4BB,,Bellinzona,Lombardy
,4BC,,Bellinzona,Lombardy
,4BD,Lugano,Bellinzona,Lombardy
,4BE,Mendrisio,Bellinzona,Lombardy
,4BF,,France,Lombardy
,4C0,,France,Lombardy
,4C1,,France,Lombardy
,4C2,,France,Lombardy
,4C3,,France,Lombardy
,4C4,,France,Lombardy
,4C5,Bergamo,France,Lombardy
,4C6,Crema,France,Lombardy
,4C7,,France,Lombardy
,4C8,,France,Lombardy
,4C9,Brescia,France,Lombardy
,4CA,,France,Lombardy
,4CB,,France,Lombardy
,4CC,,France,Lombardy
,4CD,,Venice,Veneto
,4CE,Verona,Venice,Veneto
,4CF,,Venice,Veneto
,4D0,,Venice,Veneto
,4D1,,Venice,Veneto
,4D2,Vicenza,Venice,Veneto
,4D3,,Venice,Veneto
,4D4,,Venice,Veneto
,4D5,,Venice,Veneto
,4D6,,Venice,Veneto
,4D7,,Venice,Veneto
,4D8,,Venice,Veneto
,4D9,,Venice,Veneto
,4DA,Padova,Venice,Veneto
,4DB,,Venice,Veneto
,4DC,,Venice,Veneto
,4DD,Venice,Venice,Veneto
,4DE,,Venice,Veneto
,4DF,,Venice,Veneto
,4E0,,Venice,Veneto
,4E1,,Venice,Veneto
,4E2,,Venice,Veneto
,4E3,,Venice,Veneto
,4E4,,Venice,Veneto
,4E5,,Venice,Veneto
,4E6,,Venice,Veneto
,4E7,,Venice,Veneto
,4E8,,Venice,Veneto
,4E9,,Venice,Veneto
,4EA,,Venice,Veneto
,4EB,,Venice,Veneto
,4EC,,Venice,Veneto
,4ED,,Venice,Veneto
,4EE,,Venice,Veneto
,4EF,La Spezia,Genoa,Liguria
,4F0,,Genoa,Liguria
,4F1,Genoa,Genoa,Liguria
,4F2,,Genoa,Liguria
,4F3,Noli,Noli,Liguria
,4F4,Finale,Finale,Liguria
,4F5,,Dolceacqua,Liguria
,4F6,,Genoa,Liguria
,4F7,,Dolceacqua,Liguria
,4F8,,Dolceacqua,Liguria
,4F9,Seborga,Seborga,Liguria
,4FA,,France,Liguria
,4FB,Monaco,Monaco,Liguria
,4FC,Nice,Urbino,Liguria
,4FD,Contes,Urbino,Liguria
,4FE,Tenda,Tenda,Liguria
,4FF,,Valois,Liguria
,500,,Saluzzo,Piedmonte
,501,,Valois,Piedmonte
,502,Ceva,France,Liguria
,503,,Genoa,Liguria
,504,Spigno,France,Liguria
,505,,Saluzzo,Piedmonte
,506,,France,Piedmonte
,507,,France,Piedmonte
,508,Incisa,France,Piedmonte
,509,Asti,France,Piedmonte
,50A,,Valois,Piedmonte
,50B,,Valois,Piedmonte
,50C,,Valois,Piedmonte
,50D,Pinerolo,Valois,Piedmonte
,50E,Turin,Valois,Piedmonte
,50F,,Valois,Piedmonte
,510,,France,Piedmonte
,511,,France,Piedmonte
,512,,France,Piedmonte
,513,Desana,France,Piedmonte
,514,,Valois,Piedmonte
,515,Masserano,Masserano,Piedmonte
,516,Virle,Virle,Piedmonte
,517,,Valois,Piedmonte
,518,San Benigno Canavese,France,Piedmonte
,519,,Valois,Piedmonte
,51A,,Valois,Piedmonte
,51B,Biella,Valois,Piedmonte
,51C,,Valois,Piedmonte
,51D,,Valois,Piedmonte
,51E,Aosta,Valois,Piedmonte
,51F,,Valois,Savoie
,520,Chambéry,Valois,Savoie
,521,,Valois,Savoie
,522,,Valois,Savoie
,523,,Valois,Savoie
,524,,Valois,Savoie
,525,,Valois,Savoie
,526,,Valois,Savoie
,527,,Valois,Savoie
,528,,Valois,Savoie
,529,Bresse,Valois,Savoie
,52A,,Valois,Savoie
,52B,,Austria,Franche-Comte
,52C,,Austria,Franche-Comte
,52D,,Austria,Franche-Comte
,52E,,Austria,Franche-Comte
,52F,Mömpelgard,Austria,Bourgogne
,530,,Austria,Franche-Comte
,531,,Austria,Franche-Comte
,532,,Austria,Franche-Comte
,533,Besançon,Besançon,Franche-Comte
,534,,Austria,Franche-Comte
,535,,Austria,Franche-Comte
,536,,Austria,Franche-Comte
,537,,Austria,Franche-Comte
,538,,Austria,Franche-Comte
,539,,Württemberg,Franche-Comte
,53A,,Austria,Franche-Comte
,53B,,Austria,Franche-Comte
,53C,,Austria,Franche-Comte
,53D,,Austria,Franche-Comte
,53E,,Austria,Franche-Comte
,53F,,Valois,Savoie
,540,,Valois,Savoie
,541,,Valois,Savoie
,542,,Valois,Savoie
,543,,Valois,Savoie
,544,Geneva,Geneva,Savoie
,545,,Valois,Savoie
,546,,Valois,Savoie
,547,,Sion,Savoie
,548,,Vaud,Savoie
,549,,Vaud,Savoie
,54A,Orbe & Échallens,Orbe & Échallens,Savoie
,54B,,Vaud,Savoie
,54C,Lausanne,Lausanne,Savoie
,54D,,Vaud,Savoie
,54E,,Vaud,Savoie
,54F,Grandson,Grandson,Switzerland
,550,,Vaud,Savoie
,551,,Neuchâtel,Switzerland
,552,,Vaud,Savoie
,553,,Vaud,Savoie
,554,Murten,Murten,Switzerland
,555,Erlach,Berne,Switzerland
,556,La Neuveville,La Neuveville,Switzerland
,557,North Nidau,Berne,Switzerland
,558,Biel,Biel,Switzerland
,559,Nidau,Berne,Switzerland
,55A,Fribourg,Fribourg,Switzerland
,55B,,Fribourg,Switzerland
,55C,Aigle,Berne,Savoie
,55D,,Republica Vallesi,Switzerland
,55E,,Sion,Switzerland
,55F,,Republica Vallesi,Switzerland
,560,,Republica Vallesi,Switzerland
,561,,Gruyères,Switzerland
,562,Obersimmental,Berne,Switzerland
,563,Frutingen,Berne,Switzerland
,564,Niedersimmental,Berne,Switzerland
,565,Grasburg,Grasburg,Switzerland
,566,Berne,Berne,Switzerland
,567,Aarberg,Berne,Switzerland
,568,Emmental,Berne,Switzerland
,569,Interlaken,Berne,Switzerland
,56A,Oberhasli,Berne,Switzerland
,56B,,Republica Vallesi,Switzerland
,56C,,Riviera,Switzerland
,56D,,Blenio,Switzerland
,56E,,Uri,Switzerland
,56F,,Uri,Switzerland
,570,,Uri,Switzerland
,571,Engelberg,Engelberg,Switzerland
,572,,Unterwalden,Switzerland
,573,,Lucerne,Switzerland
,574,,Unterwalden,Switzerland
,575,Gersau,Gersau,Switzerland
,576,,Lucerne,Switzerland
,577,,Lucerne,Switzerland
,578,,Lucerne,Switzerland
,579,Fraubrunnen,Berne,Switzerland
,57A,Büren,Solothurn,Switzerland
,57B,Moutier-Grandval,Moutier-Grandval,Switzerland
,57C,,Basel,Switzerland
,57D,,Basel,Switzerland
,57E,,Basel,Switzerland
,57F,Bellelay,Bellelay,Switzerland
,580,Erguel,Erguel,Switzerland
,581,,Basel,Switzerland
,582,,Solothurn,Switzerland
,583,,Solothurn,Switzerland
,584,Basel,Basel,Switzerland
,585,Ost Olten,Berne,Switzerland
,586,Zoflingen,Berne,Switzerland
,587,Freien Ämter,Freien Ämter,Switzerland
,588,,Lucerne,Switzerland
,589,Zug,Zug,Switzerland
,58A,,Zürich,Switzerland
,58B,,Fraumünster,Switzerland
,58C,,Schwyz,Switzerland
,58D,Einsiedeln,Einsiedeln,Switzerland
,58E,,Schwyz,Switzerland
,58F,,Schwyz,Switzerland
,590,,Glarus,Switzerland
,591,,Three Leagues,Switzerland
,592,,Three Leagues,Switzerland
,593,,Three Leagues,Switzerland
,594,,Three Leagues,Switzerland
,595,,Three Leagues,Switzerland
,596,,Three Leagues,Switzerland
,597,,Three Leagues,Switzerland
,598,,Three Leagues,Switzerland
,599,Haldenstein,Haldenstein,Switzerland
,59A,,Sargans,Switzerland
,59B,,Pfäfers,Switzerland
,59C,,Sargans,Switzerland
,59D,,Sax-Forstegg,Switzerland
,59E,,Sax-Forstegg,Switzerland
,59F,,Werdenburg,Switzerland
,5A0,Gams,Sax-Forstegg,Switzerland
,5A1,Sax-Forstegg,Sax-Forstegg,Switzerland
,5A2,Windegg,Windegg,Switzerland
,5A3,Uznach,Uznach,Switzerland
,5A4,,St. Gallen,Switzerland
,5A5,,Appenzell,Switzerland
,5A6,,Appenzell,Switzerland
,5A7,Vogtei Rheintal,Vogtei Rheintal,Switzerland
,5A8,,Appenzell,Switzerland
,5A9,,St. Gallen,Switzerland
,5AA,St Gallen,St. Gallen (C),Switzerland
,5AB,Thurgau,Thurgau,Switzerland
,5AC,,Zürich,Switzerland
,5AD,,Zürich,Switzerland
,5AE,,Zürich,Switzerland
,5AF,,Zürich,Switzerland
,5B0,Schaffhausen,Schaffhausen,Switzerland
,5B1,,Trent,Veneto
,5B2,,Trent,Tyrol
,5B3,,Trent,Tyrol
,5B4,,Trent,Tyrol
,5B5,,Trent,Tyrol
,5B6,Deutschhauskirche Bozen,Teutonic Knights,Tyrol
,5B7,,Brixen,Tyrol
,5B8,Commande Schlanders,Teutonic Knights,Tyrol
,5B9,Commande Sterzing,Teutonic Knights,Tyrol
,5BA,,Brixen,Tyrol
,5BB,,Brixen,Tyrol
,5BC,,Brixen,Tyrol
,5BD,,Austria,Tyrol
,5BE,,Brixen,Inner Austria
,5BF,,Salzburg,Inner Austria
,5C0,,Salzburg,Inner Austria
,5C1,Tamsweg,Salzburg,Inner Austria
,5C2,Gastein,Salzburg,Inner Austria
,5C3,Matrei,Salzburg,Tyrol
,5C4,Krimml,Salzburg,Tyrol
,5C5,Mittersill,Salzburg,Tyrol
,5C6,Zell,Salzburg,Inner Austria
,5C7,,Salzburg,Inner Austria
,5C8,,Bavaria,Bavaria
,5C9,Hallein,Salzburg,Bavaria
,5CA,Salzburg,Salzburg,Bavaria
,5CB,,Salzburg,Inner Austria
,5CC,Griffen,Bamberg,Inner Austria
,5CD,Villach,Bamberg,Inner Austria
,5CE,,Brixen,Inner Austria
,5CF,,Freising,Inner Austria
,5D0,,Austria,Inner Austria
,5D1,Friesach,Salzburg,Inner Austria
,5D2,,Salzburg,Inner Austria
,5D3,,Salzburg,Inner Austria
,5D4,,Salzburg,Inner Austria
,5D5,,Freising,Austria Proper
,5D6,Trieste,Austria,Inner Austria
,5D7,,Venice,Inner Austria
,5D8,,Venice,Inner Austria
,5D9,,Venice,Inner Austria
,5DA,,Venice,Inner Austria
,5DB,,Austria,Inner Austria
,5DC,,Austria,Inner Austria
,5DD,,Austria,Inner Austria
,5DE,Gommern,Saxony (E),Upper Saxony
,5DF,,Austria,Inner Austria
,5E0,,Austria,Inner Austria
,5E1,,Austria,Inner Austria
,5E2,,Austria,Inner Austria
,5E3,,Austria,Inner Austria
,5E4,,Austria,Inner Austria
,5E5,,Austria,Inner Austria
,5E6,,Austria,Inner Austria
,5E7,,Austria,Inner Austria
,5E8,,Austria,Inner Austria
